_Sample_ID,_Method_ID,CPT Name,Depth,Tip Stress UNC_qc,Sleeve Stress_fs,Pore Pressure_u
,,CPT-104,44.685,5.27,0.0349,5.304
,,CPT-104,44.751,5.39,0.0349,5.4791
,,CPT-104,44.816,5.63,0.0375,5.4979
,,CPT-104,44.882,5.63,0.0461,5.4416
,,CPT-104,44.948,5.63,0.0481,5.3915
,,CPT-104,45.013,6.11,0.0436,5.4541
,,CPT-104,45.079,6.7,0.0428,5.0037
,,CPT-104,45.144,6.7,0.0445,4.9099
,,CPT-104,45.21,6.23,0.0514,4.5472
,,CPT-104,45.276,6.23,0.0559,4.9287
,,CPT-104,45.341,6.23,0.0576,4.6472
,,CPT-104,45.407,7.54,0.0611,4.9475
,,CPT-104,45.472,8.38,0.0611,4.4346
,,CPT-104,45.538,8.38,0.0602,4.4846
,,CPT-104,45.604,8.38,0.0611,4.7348
,,CPT-104,45.669,8.38,0.0645,4.8286
,,CPT-104,45.735,8.62,0.0647,4.8317
,,CPT-104,45.801,7.9,0.0577,4.8349
,,CPT-104,45.866,7.9,0.0571,4.9224
,,CPT-104,45.932,7.9,0.0547,4.8411
,,CPT-104,45.997,7.9,0.054,4.8536
,,CPT-104,46.063,7.84,0.0577,4.7035
,,CPT-104,46.129,7.9,0.0507,4.9787
,,CPT-104,46.194,7.78,0.0514,5.1351
,,CPT-104,46.26,7.9,0.0456,4.9099
,,CPT-104,46.325,7.54,0.046,4.8724
,,CPT-104,46.391,6.7,0.0628,4.8349
,,CPT-104,46.457,5.87,0.0672,5.2289
,,CPT-104,46.522,5.99,0.0672,5.4666
,,CPT-104,46.588,6.23,0.0732,5.2915
,,CPT-104,46.654,7.3,0.0786,4.3845
,,CPT-104,46.719,7.54,0.0777,4.5659
,,CPT-104,46.785,7.78,0.0726,4.7661
,,CPT-104,46.85,8.38,0.074,4.9099
,,CPT-104,46.916,9.1,0.0872,4.8411
,,CPT-104,46.982,9.1,0.0985,4.8724
,,CPT-104,47.047,9.1,0.1039,4.9349
,,CPT-104,47.113,9.34,0.0979,5.0538
,,CPT-104,47.178,10.18,0.0848,4.7786
,,CPT-104,47.244,10.66,0.0772,4.5909
,,CPT-104,47.31,10.54,0.0738,4.6097
,,CPT-104,47.375,10.06,0.0741,4.4158
,,CPT-104,47.441,8.5,0.076,4.7348
,,CPT-104,47.507,8.02,0.0785,5.0538
,,CPT-104,47.572,8.02,0.0915,5.2289
,,CPT-104,47.638,8.62,0.1029,5.1288
,,CPT-104,47.703,8.74,0.1048,5.0725
,,CPT-104,47.769,9.82,0.1115,5.1914
,,CPT-104,47.835,10.06,0.129,4.8786
,,CPT-104,47.9,10.06,0.1328,4.6034
,,CPT-104,47.966,11.61,0.1197,4.7473
,,CPT-104,48.032,11.85,0.0989,4.2469
,,CPT-104,48.097,11.25,0.0847,4.2094
,,CPT-104,48.163,10.66,0.0872,4.0155
,,CPT-104,48.228,9.7,0.0925,4.1719
,,CPT-104,48.294,8.98,0.0926,4.4158
,,CPT-104,48.36,8.98,0.0882,4.8786
,,CPT-104,48.425,10.18,0.0873,5.0913
,,CPT-104,48.491,10.3,0.0839,4.8786
,,CPT-104,48.556,9.58,0.0709,4.8536
,,CPT-104,48.622,10.24,0.0705,4.8536
,,CPT-104,48.688,9.34,0.0726,4.8286
,,CPT-104,48.753,10.18,0.0723,4.8661
,,CPT-104,48.819,9.7,0.0863,5.0725
,,CPT-104,48.885,9.22,0.09,5.0788
,,CPT-104,48.95,9.94,0.0804,5.1726
,,CPT-104,49.016,10.66,0.0716,5.2665
,,CPT-104,49.081,11.97,0.0681,4.8786
,,CPT-104,49.147,11.73,0.063,4.8974
,,CPT-104,49.213,10.54,0.0516,4.8974
,,CPT-104,49.278,10.06,0.0462,4.9162
,,CPT-104,49.344,9.7,0.0847,5.0413
,,CPT-104,49.409,8.98,0.1419,5.1226
,,CPT-104,49.475,8.38,0.1845,5.2539
,,CPT-104,49.541,8.92,0.224,5.4728
,,CPT-104,49.606,8.86,0.2366,5.5104
,,CPT-104,49.672,15.8,0.2356,3.6027
,,CPT-104,49.738,19.4,0.2212,3.5839
,,CPT-104,49.803,21.91,0.2222,3.265
,,CPT-104,49.869,21.55,0.2307,2.6019
,,CPT-104,49.934,19.87,0.2165,2.5707
,,CPT-104,50.0,18.2,0.1967,2.702
,,CPT-104,50.066,16.28,0.1619,2.9147
,,CPT-104,50.131,16.28,0.1534,3.0898
,,CPT-104,50.197,15.92,0.1538,3.34
,,CPT-104,50.262,13.65,0.1517,3.5026
,,CPT-104,50.328,15.62,0.1461,3.7465
,,CPT-104,50.394,15.32,0.1437,4.3282
,,CPT-104,50.459,18.2,0.1332,4.1656
,,CPT-104,50.525,15.56,0.0997,3.2337
,,CPT-104,50.591,14.13,0.0916,3.4651
,,CPT-104,50.656,15.8,0.0917,3.9405
,,CPT-104,50.722,17.24,0.0959,3.9405
,,CPT-104,50.787,15.32,0.1312,4.1906
,,CPT-104,50.853,14.73,0.1829,4.691
,,CPT-104,50.919,15.68,0.188,4.8661
,,CPT-104,50.984,19.16,0.1412,4.7223
,,CPT-104,51.05,22.39,0.1049,4.2094
,,CPT-104,51.115,24.18,0.0935,3.4338
,,CPT-104,51.181,21.19,0.0796,3.3744
,,CPT-104,51.247,19.16,0.0707,3.3744
,,CPT-104,51.312,17.96,0.0673,3.315
,,CPT-104,51.378,16.4,0.0646,3.8404
,,CPT-104,51.444,14.49,0.0706,4.1594
,,CPT-104,51.509,11.61,0.0802,4.7661
,,CPT-104,51.575,14.67,0.0915,5.1288
,,CPT-104,51.64,12.33,0.1046,5.5041
,,CPT-104,51.706,14.85,0.11,5.6417
,,CPT-104,51.772,17.12,0.1168,5.2915
,,CPT-104,51.837,17.72,0.1504,4.8161
,,CPT-104,51.903,17.12,0.2003,4.8161
,,CPT-104,51.969,17.12,0.2294,4.9725
,,CPT-104,52.034,16.64,0.2229,4.6034
,,CPT-104,52.1,16.04,0.1804,3.7028
,,CPT-104,52.165,15.68,0.145,3.9217
,,CPT-104,52.231,18.2,0.1499,4.2657
,,CPT-104,52.297,20.95,0.1572,4.3095
,,CPT-104,52.362,20.95,0.1502,4.5159
,,CPT-104,52.428,17.6,0.1466,4.8411
,,CPT-104,52.493,16.76,0.1022,4.7348
,,CPT-104,52.559,15.92,0.0789,4.7035
,,CPT-104,52.625,15.08,0.1081,4.2657
,,CPT-104,52.69,13.05,0.1101,4.3157
,,CPT-104,52.756,13.53,0.1031,4.8661
,,CPT-104,52.822,13.89,0.0884,5.6417
,,CPT-104,52.887,16.04,0.0772,3.9279
,,CPT-104,52.953,14.25,0.0781,4.1469
,,CPT-104,53.018,13.05,0.0991,4.4158
,,CPT-104,53.084,11.25,0.1264,4.9224
,,CPT-104,53.15,10.54,0.166,5.4791
,,CPT-104,53.215,12.21,0.1931,5.4103
,,CPT-104,53.281,14.49,0.185,5.1726
,,CPT-104,53.346,21.43,0.2098,4.7348
,,CPT-104,53.412,30.77,0.2758,4.372
,,CPT-104,53.478,35.68,0.404,2.283
,,CPT-104,53.543,35.32,0.5316,1.4636
,,CPT-104,53.609,33.28,0.5623,1.5637
,,CPT-104,53.675,35.02,0.5192,1.6763
,,CPT-104,53.74,34.72,0.4545,1.8076
,,CPT-104,53.806,44.9,0.3986,1.5699
,,CPT-104,53.871,56.27,0.4094,1.0008
,,CPT-104,53.937,59.74,0.5119,0.8381
,,CPT-104,54.003,56.51,0.6376,0.8507
,,CPT-104,54.068,49.8,0.7351,0.8694
,,CPT-104,54.134,38.67,0.7502,0.9069
,,CPT-104,54.199,29.33,0.7151,1.0008
,,CPT-104,54.265,24.42,0.6718,1.0758
,,CPT-104,54.331,18.44,0.6039,1.2697
,,CPT-104,54.396,15.44,0.5254,1.4824
,,CPT-104,54.462,14.01,0.4383,2.0453
,,CPT-104,54.528,14.61,0.4158,2.3267
,,CPT-104,54.593,15.8,0.4152,2.5707
,,CPT-104,54.659,19.63,0.3798,3.2212
,,CPT-104,54.724,22.51,0.3881,3.3087
,,CPT-104,54.79,22.99,0.5135,2.4831
,,CPT-104,54.856,25.62,0.6822,2.5332
,,CPT-104,54.921,28.13,0.688,2.3392
,,CPT-104,54.987,23.59,0.5636,1.9702
,,CPT-104,55.053,18.68,0.4581,1.9796
,,CPT-104,55.118,24.12,0.4601,1.9796
,,CPT-104,55.184,24.66,0.5864,1.989
,,CPT-104,55.249,35.56,0.6987,2.5206
,,CPT-104,55.315,30.89,0.7021,2.1078
,,CPT-104,55.381,23.82,0.6877,1.9577
,,CPT-104,55.446,21.55,0.6434,2.0453
,,CPT-104,55.512,18.44,0.5593,2.1891
,,CPT-104,55.577,21.91,0.557,2.9022
,,CPT-104,55.643,30.17,0.5354,3.3212
,,CPT-104,55.709,37.35,0.5321,2.1078
,,CPT-104,55.774,38.43,0.6011,1.6262
,,CPT-104,55.84,41.06,0.5956,1.5449
,,CPT-104,55.906,43.46,0.4941,1.3823
,,CPT-104,55.971,33.04,0.3717,1.7951
,,CPT-104,56.037,48.97,0.3318,0.9883
,,CPT-104,56.102,52.8,0.3239,0.638
,,CPT-104,56.168,53.99,0.3417,0.5254
,,CPT-104,56.234,54.83,0.4606,0.4879
,,CPT-104,56.299,56.03,0.6544,0.5004
,,CPT-104,56.365,56.15,0.7293,0.5066
,,CPT-104,56.43,51.24,0.6933,0.5442
,,CPT-104,56.496,51.96,0.6765,0.5817
,,CPT-104,56.562,63.33,0.6729,0.6755
,,CPT-104,56.627,80.81,0.6832,0.6786
,,CPT-104,56.693,93.5,0.6956,0.6786
,,CPT-104,56.759,105.95,0.7273,0.6818
,,CPT-104,56.824,119.6,0.7722,0.7256
,,CPT-104,56.89,131.21,0.7967,0.7818
,,CPT-104,56.955,146.54,0.8176,0.8944
,,CPT-104,57.021,154.44,0.8343,1.0008
,,CPT-104,57.087,160.19,0.8362,1.1509
,,CPT-104,57.152,155.76,0.8241,1.3072
,,CPT-104,57.218,148.57,0.8033,1.3948
,,CPT-104,57.283,135.88,0.772,1.5262
,,CPT-104,57.349,124.39,0.7387,1.6575
,,CPT-104,57.415,118.52,0.7296,1.7326
,,CPT-104,57.48,109.78,0.7264,1.8076
,,CPT-104,57.546,103.32,0.7098,1.8389
,,CPT-104,57.612,93.86,0.6983,1.8702
,,CPT-104,57.677,88.0,0.699,1.8952
,,CPT-104,57.743,85.96,0.73,1.9327
,,CPT-104,57.808,85.0,0.791,1.9515
,,CPT-104,57.874,83.92,0.871,1.964
,,CPT-104,57.94,83.09,0.9345,1.964
,,CPT-104,58.005,80.81,0.9522,1.9515
,,CPT-104,58.071,78.9,0.9711,1.939
,,CPT-104,58.136,78.06,0.9992,1.9014
,,CPT-104,58.202,76.98,0.9757,1.7888
,,CPT-104,58.268,77.7,0.9375,1.7763
,,CPT-104,58.333,79.85,0.9339,1.8139
,,CPT-104,58.399,83.21,0.9305,1.7513
,,CPT-104,58.465,81.29,0.9483,1.4448
,,CPT-104,58.53,73.99,0.9458,1.1759
,,CPT-104,58.596,67.4,0.9054,1.4292
,,CPT-104,58.661,68.24,0.9031,1.2509
,,CPT-104,58.727,76.86,0.9148,1.4136
,,CPT-104,58.793,84.16,0.9002,1.3448
,,CPT-104,58.858,95.06,0.815,1.0508
,,CPT-104,58.924,104.04,0.7923,0.7005
,,CPT-104,58.99,108.71,0.8279,0.4566
,,CPT-104,59.055,122.59,0.9245,0.3065
,,CPT-104,59.121,146.06,1.1875,0.2502
,,CPT-104,59.186,175.51,1.4559,0.3315
,,CPT-104,59.252,201.73,1.6337,1.9515
,,CPT-104,59.318,248.66,1.7436,1.8639
,,CPT-104,59.383,279.67,1.8742,1.9483
,,CPT-104,59.449,309.12,1.9918,1.9327
,,CPT-104,59.514,335.7,2.1294,1.9452
,,CPT-104,59.58,348.15,3.1025,1.9765
,,CPT-104,59.646,343.84,4.2295,1.9077
,,CPT-104,59.711,313.43,4.2489,1.9734
,,CPT-104,59.777,299.78,4.0462,1.8952
,,CPT-104,59.843,311.99,4.0176,1.9702
,,CPT-104,59.908,313.55,3.6758,1.4698
,,CPT-104,59.974,315.11,3.2109,1.7638
,,CPT-104,60.039,314.03,3.0429,2.0891
,,CPT-104,60.105,271.89,3.0621,2.0328
,,CPT-104,60.171,268.89,3.1104,1.964
,,CPT-104,60.236,260.99,2.8847,2.0515
,,CPT-104,60.302,254.53,2.4769,1.9765
,,CPT-104,60.367,251.18,2.3037,1.9702
,,CPT-104,60.433,245.79,2.2578,1.964
,,CPT-104,60.499,240.64,2.0796,1.964
,,CPT-104,60.564,232.26,1.8393,1.964
,,CPT-104,60.63,220.89,1.6149,1.9515
,,CPT-104,60.696,210.71,1.3521,1.9828
,,CPT-104,60.761,221.42,1.1613,2.0203
,,CPT-104,60.827,217.89,1.1562,2.0703
,,CPT-104,60.892,221.96,1.1449,2.0515
,,CPT-104,60.958,218.37,1.1394,2.0453
,,CPT-104,61.024,206.52,1.2106,2.039
,,CPT-104,61.089,192.15,1.2158,2.0203
,,CPT-104,61.155,181.14,1.239,2.0078
,,CPT-104,61.22,159.83,1.3458,1.989
,,CPT-104,61.286,135.88,1.4606,1.989
,,CPT-104,61.352,110.86,1.4582,1.989
,,CPT-104,61.417,102.48,1.4118,2.0953
,,CPT-104,61.483,101.88,1.3307,2.1829
,,CPT-104,61.549,101.88,1.2349,2.2142
,,CPT-104,61.614,101.88,1.1259,2.2517
,,CPT-104,61.68,110.86,0.9969,1.9765
,,CPT-104,61.745,125.83,0.8411,1.6638
,,CPT-104,61.811,145.34,0.7349,1.0758
,,CPT-104,61.877,156.95,0.7384,0.5755
,,CPT-104,61.942,158.99,0.7418,0.1501
,,CPT-104,62.008,155.76,0.789,0.5598
,,CPT-104,62.073,150.97,0.8575,0.3815
,,CPT-104,62.139,150.85,0.938,0.5442
,,CPT-104,62.205,152.64,0.9635,0.6005
,,CPT-104,62.27,151.21,0.9372,0.7193
,,CPT-104,62.336,147.86,0.9427,0.8757
,,CPT-104,62.402,74.11,0.9904,1.9515
,,CPT-104,62.467,128.82,1.0653,1.9327
,,CPT-104,62.533,124.15,1.0423,1.939
,,CPT-104,62.598,116.73,1.0959,1.9452
,,CPT-104,62.664,107.39,1.1327,1.9702
,,CPT-104,62.73,83.92,1.0981,1.9577
,,CPT-104,62.795,72.79,1.3236,1.9577
,,CPT-104,62.861,72.67,1.5512,2.064
,,CPT-104,62.927,72.55,1.5586,1.9546
,,CPT-104,62.992,68.6,1.4745,1.7075
,,CPT-104,63.058,56.27,1.3576,1.9515
,,CPT-104,63.123,36.4,1.2005,1.9577
,,CPT-104,63.189,32.09,0.9989,2.5144
,,CPT-104,63.255,32.32,0.71,3.4463
,,CPT-104,63.32,33.76,0.539,4.1281
,,CPT-104,63.386,30.65,0.58,3.9029
,,CPT-104,63.451,24.42,0.5774,4.6973
,,CPT-104,63.517,24.06,0.6337,6.6174
,,CPT-104,63.583,38.79,0.8687,8.9504
,,CPT-104,63.648,64.77,1.0888,6.7363
,,CPT-104,63.714,70.28,1.1778,4.5409
,,CPT-104,63.78,57.11,1.2267,2.6645
,,CPT-104,63.845,43.22,1.2337,2.9209
,,CPT-104,63.911,36.4,1.1671,3.0585
,,CPT-104,63.976,30.89,1.0514,3.7716
,,CPT-104,64.042,24.78,0.9204,5.0037
,,CPT-104,64.108,23.35,0.7938,5.9232
,,CPT-104,64.173,20.23,0.6878,7.3367
,,CPT-104,64.239,20.47,0.6134,8.5439
,,CPT-104,64.304,28.85,0.5685,9.6009
,,CPT-104,64.37,32.68,0.5714,7.9747
,,CPT-104,64.436,30.53,0.6592,9.2694
,,CPT-104,64.501,37.35,0.8802,12.1966
,,CPT-104,64.567,51.6,1.1462,8.9567
,,CPT-104,64.633,61.78,1.4023,4.1781
,,CPT-104,64.698,67.4,1.5407,3.5151
,,CPT-104,64.764,77.46,1.5225,3.8466
,,CPT-104,64.829,109.67,1.6143,2.7333
,,CPT-104,64.895,111.7,1.723,0.2565
,,CPT-104,64.961,93.5,1.6145,0.3128
,,CPT-104,65.026,76.98,1.4774,0.319
,,CPT-104,65.092,55.55,1.4806,0.5191
,,CPT-104,65.157,37.47,1.4904,0.957
,,CPT-104,65.223,37.53,1.4399,1.2947
,,CPT-104,65.289,37.59,1.3951,1.9765
,,CPT-104,65.354,48.85,1.3808,2.2204
,,CPT-104,65.42,69.56,1.3672,3.0398
,,CPT-104,65.486,81.53,1.6118,1.6075
,,CPT-104,65.551,69.92,1.6742,1.6544
,,CPT-104,65.617,50.04,1.4012,1.326
,,CPT-104,65.682,42.02,1.2715,1.7013
,,CPT-104,65.748,34.84,1.1189,2.2892
,,CPT-104,65.814,34.12,0.9429,8.4563
,,CPT-104,65.879,33.28,0.7877,8.4282
,,CPT-104,65.945,32.09,0.6955,8.4
,,CPT-104,66.011,35.92,0.6112,6.8864
,,CPT-104,66.076,40.83,0.5424,5.7606
,,CPT-104,66.142,39.63,0.5622,5.379
,,CPT-104,66.207,33.76,0.6714,6.311
,,CPT-104,66.273,30.05,0.7881,7.4305
,,CPT-104,66.339,30.17,0.8549,8.7878
,,CPT-104,66.404,37.11,0.89,7.6682
,,CPT-104,66.47,48.13,0.941,6.8239
,,CPT-104,66.535,71.23,1.0229,3.9029
,,CPT-104,66.601,90.63,1.1478,1.1509
,,CPT-104,66.667,96.5,1.2658,0.7506
,,CPT-104,66.732,101.04,1.3202,0.8819
,,CPT-104,66.798,106.07,1.4056,0.9507
,,CPT-104,66.864,109.43,1.4161,0.8882
,,CPT-104,66.929,114.57,1.4256,0.638
,,CPT-104,66.995,116.49,1.5516,0.5254
,,CPT-104,67.06,106.07,1.6719,0.1564
,,CPT-104,67.126,86.56,1.7019,0.5598
,,CPT-104,67.192,73.51,1.5192,0.269
,,CPT-104,67.257,56.03,1.284,0.5942
,,CPT-104,67.323,47.17,1.0719,0.8319
,,CPT-104,67.388,38.19,0.8273,1.2322
,,CPT-104,67.454,36.28,0.6489,1.5825
,,CPT-104,67.52,35.2,0.5362,2.2642
,,CPT-104,67.585,35.32,0.4647,2.9022
,,CPT-104,67.651,35.44,0.446,4.297
,,CPT-104,67.717,34.96,0.452,6.1546
,,CPT-104,67.782,34.24,0.4651,7.4243
,,CPT-104,67.848,33.16,0.4739,9.5009
,,CPT-104,67.913,32.32,0.4774,10.8393
,,CPT-104,67.979,32.09,0.4903,11.4085
,,CPT-104,68.045,31.97,0.5164,11.9652
,,CPT-104,68.11,31.97,0.5461,12.2717
,,CPT-104,68.176,31.97,0.5621,12.2654
,,CPT-104,68.241,34.36,0.5382,10.095
,,CPT-104,68.307,31.85,0.5107,10.242
,,CPT-104,68.373,32.32,0.5046,10.4641
,,CPT-104,68.438,31.49,0.4848,10.389
,,CPT-104,68.504,30.29,0.4542,12.2529
,,CPT-104,68.57,30.89,0.4382,13.5226
,,CPT-104,68.635,30.05,0.439,14.0292
,,CPT-104,68.701,29.69,0.4434,14.392
,,CPT-104,68.766,29.81,0.446,14.7485
,,CPT-104,68.832,29.81,0.4819,14.736
,,CPT-104,68.898,29.93,0.5151,14.5546
,,CPT-104,68.963,31.01,0.5106,14.3545
,,CPT-104,69.029,33.52,0.4969,11.9902
,,CPT-104,69.094,31.25,0.475,11.6087
,,CPT-104,69.16,28.73,0.4584,11.6212
,,CPT-104,69.226,28.13,0.4299,11.6337
,,CPT-104,69.291,26.58,0.3999,12.1653
,,CPT-104,69.357,24.18,0.3697,12.0715
,,CPT-104,69.423,23.23,0.3269,12.0684
,,CPT-104,69.488,22.63,0.3055,12.0653
,,CPT-104,69.554,23.11,0.3029,11.8401
,,CPT-104,69.619,22.87,0.3024,12.6532
,,CPT-104,69.685,23.47,0.3008,14.023
,,CPT-104,69.751,22.99,0.3002,14.0761
,,CPT-104,69.816,22.75,0.3063,13.7227
,,CPT-104,69.882,21.31,0.2962,14.1293
,,CPT-104,69.948,21.19,0.2734,13.5414
,,CPT-104,70.013,19.51,0.261,12.4656
,,CPT-104,70.079,21.31,0.2643,12.4593
,,CPT-104,70.144,19.99,0.2714,13.0973
,,CPT-104,70.21,21.43,0.2621,14.5046
,,CPT-104,70.276,23.11,0.2488,15.4928
,,CPT-104,70.341,24.78,0.2478,15.2239
,,CPT-104,70.407,25.62,0.2548,15.3302
,,CPT-104,70.472,25.98,0.2652,15.6054
,,CPT-104,70.538,25.74,0.2731,15.0237
,,CPT-104,70.604,25.62,0.2728,14.8173
,,CPT-104,70.669,26.34,0.2693,14.3107
,,CPT-104,70.735,26.34,0.2817,13.9229
,,CPT-104,70.801,25.98,0.2865,13.8541
,,CPT-104,70.866,26.28,0.2733,13.7916
,,CPT-104,70.932,26.22,0.2688,13.7916
,,CPT-104,70.997,30.05,0.2688,13.8166
,,CPT-104,71.063,34.36,0.2688,12.9034
,,CPT-104,71.129,33.28,0.2817,13.0097
,,CPT-104,71.194,29.93,0.3019,15.1113
,,CPT-104,71.26,28.97,0.3141,16.5686
,,CPT-104,71.325,28.13,0.316,15.9682
,,CPT-104,71.391,28.13,0.3163,18.0822
,,CPT-104,71.457,28.37,0.3156,18.8516
,,CPT-104,71.522,28.37,0.3159,18.1761
,,CPT-104,71.588,28.37,0.3127,18.9329
,,CPT-104,71.654,28.37,0.3012,19.2894
,,CPT-104,71.719,29.09,0.2994,18.8578
,,CPT-104,71.785,29.93,0.3011,18.6952
,,CPT-104,71.85,29.93,0.3054,18.4575
,,CPT-104,71.916,28.85,0.3039,16.6312
,,CPT-104,71.982,29.09,0.2908,16.5968
,,CPT-104,72.047,27.9,0.2978,16.5968
,,CPT-104,72.113,27.96,0.3206,16.5624
,,CPT-104,72.178,27.42,0.3453,18.6452
,,CPT-104,72.244,28.02,0.3554,19.5208
,,CPT-104,72.31,28.25,0.3457,19.4395
,,CPT-104,72.375,28.43,0.346,17.6319
,,CPT-104,72.441,28.61,0.3487,17.4818
,,CPT-104,72.507,30.77,0.3432,19.9149
,,CPT-104,72.572,31.25,0.3309,18.764
,,CPT-104,72.638,30.65,0.3196,19.3207
,,CPT-104,72.703,30.41,0.3074,17.5944
,,CPT-104,72.769,29.57,0.2977,19.5146
,,CPT-104,72.835,29.45,0.295,19.8836
,,CPT-104,72.9,28.73,0.2882,19.6334
,,CPT-104,72.966,28.73,0.2759,19.402
,,CPT-104,73.031,26.94,0.262,18.3887
,,CPT-104,73.097,25.98,0.2523,18.3856
,,CPT-104,73.163,25.38,0.2514,18.3856
,,CPT-104,73.228,24.9,0.2531,18.3825
,,CPT-104,73.294,27.3,0.2549,18.8453
,,CPT-104,73.36,28.61,0.2566,18.4325
,,CPT-104,73.425,29.45,0.2601,19.721
,,CPT-104,73.491,29.93,0.2661,20.3965
,,CPT-104,73.556,30.05,0.2723,20.4465
,,CPT-104,73.622,30.17,0.2758,20.1526
,,CPT-104,73.688,30.05,0.2784,20.0024
,,CPT-104,73.753,29.93,0.2827,20.1838
,,CPT-104,73.819,29.93,0.2906,20.0024
,,CPT-104,73.885,29.93,0.295,20.4715
,,CPT-104,73.95,29.93,0.295,20.2526
,,CPT-104,74.016,30.53,0.295,19.8774
,,CPT-104,74.081,30.89,0.2993,19.6271
,,CPT-104,74.147,30.89,0.3038,19.4145
,,CPT-104,74.213,31.01,0.3038,19.4145
,,CPT-104,74.278,31.49,0.3038,18.714
,,CPT-104,74.344,31.13,0.3029,19.2206
,,CPT-104,74.409,31.13,0.3105,19.9899
,,CPT-104,74.475,31.13,0.3126,19.5646
,,CPT-104,74.541,31.13,0.3046,19.2268
,,CPT-104,74.606,31.13,0.2986,19.1205
,,CPT-104,74.672,30.65,0.2907,17.9884
,,CPT-104,74.738,29.81,0.0,18.9454
,,CPT-104,74.803,29.33,0.0,19.9524
,,CPT-104,74.869,29.69,0.0,20.3589
,,CPT-104,74.934,29.57,0.0,19.402
,,CPT-104,75.0,29.33,0.0,18.8453
,,CPT-401,0.066,-0.12,0.2776,0.0187
,,CPT-401,0.131,14.59,0.3633,0.4436
,,CPT-401,0.213,26.91,0.5613,0.1625
,,CPT-401,0.262,32.17,0.6394,0.1937
,,CPT-401,0.328,34.93,0.6714,0.1749
,,CPT-401,0.394,34.09,0.6612,0.2062
,,CPT-401,0.459,32.29,0.6146,0.2062
,,CPT-401,0.525,31.34,0.5423,0.1062
,,CPT-401,0.591,29.42,0.4869,0.0437
,,CPT-401,0.656,25.95,0.4085,0.0312
,,CPT-401,0.722,23.92,0.3197,0.0
,,CPT-401,0.787,21.41,0.2699,-0.0313
,,CPT-401,0.853,19.38,0.2357,-0.05
,,CPT-401,0.919,18.54,0.2275,-0.0438
,,CPT-401,0.984,17.82,0.2319,-0.0375
,,CPT-401,1.05,17.34,0.2371,-0.0375
,,CPT-401,1.115,17.46,0.2424,-0.0313
,,CPT-401,1.181,19.02,0.2493,-0.025
,,CPT-401,1.247,22.25,0.2683,-0.0187
,,CPT-401,1.312,25.6,0.3022,-0.0187
,,CPT-401,1.378,32.77,0.3363,-0.0063
,,CPT-401,1.444,39.35,0.3702,-0.0063
,,CPT-401,1.509,42.1,0.4035,0.0
,,CPT-401,1.575,44.13,0.4177,0.0062
,,CPT-401,1.64,44.73,0.416,0.0062
,,CPT-401,1.706,44.01,0.4108,0.0062
,,CPT-401,1.772,41.86,0.3987,0.0
,,CPT-401,1.837,39.11,0.3829,-0.0063
,,CPT-401,1.903,36.72,0.3869,-0.0125
,,CPT-401,1.969,33.49,0.4164,-0.0187
,,CPT-401,2.034,31.58,0.4428,-0.025
,,CPT-401,2.1,28.83,0.4542,-0.025
,,CPT-401,2.165,25.6,0.4757,-0.025
,,CPT-401,2.231,24.16,0.497,-0.0063
,,CPT-401,2.297,22.25,0.4954,-0.025
,,CPT-401,2.362,20.57,0.4841,-0.0375
,,CPT-401,2.428,19.14,0.4659,-0.0375
,,CPT-401,2.493,16.74,0.45,-0.05
,,CPT-401,2.559,15.31,0.4302,-0.0562
,,CPT-401,2.625,13.64,0.4056,-0.0438
,,CPT-401,2.69,12.68,0.3934,-0.0313
,,CPT-401,2.756,12.2,0.3838,-0.025
,,CPT-401,2.822,11.72,0.3699,-0.025
,,CPT-401,2.887,11.0,0.3602,-0.025
,,CPT-401,2.953,10.05,0.3499,-0.0187
,,CPT-401,3.018,10.05,0.3319,-0.0375
,,CPT-401,3.084,10.05,0.3158,-0.0125
,,CPT-401,3.15,9.57,0.2994,0.0125
,,CPT-401,3.215,8.85,0.2795,0.0437
,,CPT-401,3.281,8.13,0.2747,0.0687
,,CPT-401,3.363,7.42,0.2635,0.0687
,,CPT-401,3.428,6.82,0.2469,0.0687
,,CPT-401,3.494,6.34,0.2321,0.0656
,,CPT-401,3.56,6.22,0.2147,0.0625
,,CPT-401,3.625,5.86,0.1955,0.1625
,,CPT-401,3.691,5.62,0.1849,0.1749
,,CPT-401,3.757,5.38,0.1797,0.1749
,,CPT-401,3.822,5.26,0.1778,0.1749
,,CPT-401,3.888,4.66,0.1779,0.1499
,,CPT-401,3.953,4.55,0.1774,0.1499
,,CPT-401,4.019,4.78,0.1783,0.1499
,,CPT-401,4.085,5.62,0.177,0.1749
,,CPT-401,4.15,5.74,0.1753,0.1874
,,CPT-401,4.216,6.1,0.1718,0.1937
,,CPT-401,4.281,7.77,0.1615,0.2124
,,CPT-401,4.347,12.2,0.1518,0.2624
,,CPT-401,4.413,14.71,0.1722,0.3874
,,CPT-401,4.478,69.61,0.2167,-0.0073
,,CPT-401,4.544,79.78,0.2688,-0.2312
,,CPT-401,4.61,82.29,0.3213,-0.2187
,,CPT-401,4.675,82.53,0.3623,-0.1875
,,CPT-401,4.741,83.13,0.3819,-0.1562
,,CPT-401,4.806,83.36,0.3708,-0.1437
,,CPT-401,4.872,83.96,0.3721,-0.1312
,,CPT-401,4.938,84.8,0.3692,-0.125
